data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362001AAA,Junagadh_DPC (Gujarat),IND362220AAA,Junagadh_keshod_DC (Gujarat),2018-09-12 01:33:48.711350,2018-09-12 02:42:24.563892,68.0,True,9,2018-09-12 02:19:56,9.75651428694228,15.0,14.0,14.101299999999998,1.0714285714285714,15.0,14.0,14.101299999999998,1.0714285714285714
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362001AAA,Junagadh_DPC (Gujarat),IND362220AAA,Junagadh_keshod_DC (Gujarat),2018-09-12 01:33:48.711350,2018-09-12 02:42:24.563892,68.0,True,18,2018-09-12 02:05:56,18.921121976539972,29.0,13.0,19.5467,2.230769230769231,14.0,12.0,12.1334,1.1666666666666667
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362001AAA,Junagadh_DPC (Gujarat),IND362220AAA,Junagadh_keshod_DC (Gujarat),2018-09-12 01:33:48.711350,2018-09-12 02:42:24.563892,68.0,True,27,2018-09-12 01:53:57,27.023472193154976,41.0,21.0,29.8501,1.9523809523809523,11.0,7.0,10.3034,1.5714285714285714
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362001AAA,Junagadh_DPC (Gujarat),IND362220AAA,Junagadh_keshod_DC (Gujarat),2018-09-12 01:33:48.711350,2018-09-12 02:42:24.563892,68.0,False,28,2018-09-12 01:51:56,28.34066093997309,43.0,22.0,31.1283,1.9545454545454544,2.0,0.0,1.2782,-1.0
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362265AAA,Veraval_DC (Gujarat),IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),2018-09-12 04:39:48.509733,2018-09-12 06:12:09.579013,92.0,True,9,2018-09-12 05:47:54,9.518242562495791,16.0,9.0,13.0306,1.7777777777777777,16.0,9.0,13.0306,1.7777777777777777
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362265AAA,Veraval_DC (Gujarat),IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),2018-09-12 04:39:48.509733,2018-09-12 06:12:09.579013,92.0,True,18,2018-09-12 05:33:56,18.70597998884747,30.0,16.0,22.8418,1.875,13.0,6.0,9.8112,2.1666666666666665
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362265AAA,Veraval_DC (Gujarat),IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),2018-09-12 04:39:48.509733,2018-09-12 06:12:09.579013,92.0,True,27,2018-09-12 05:13:55,27.509813406778253,50.0,24.0,35.0985,2.083333333333333,20.0,8.0,12.2567,2.5
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362265AAA,Veraval_DC (Gujarat),IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),2018-09-12 04:39:48.509733,2018-09-12 06:12:09.579013,92.0,False,33,2018-09-12 04:49:55,33.569972878801046,74.0,32.0,43.1216,2.3125,24.0,7.0,8.023100000000001,3.4285714285714284
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),IND362560AAA,Una_Mamlatdr_DC (Gujarat),2018-09-12 06:12:09.579013,2018-09-12 07:19:24.177399,67.0,True,27,2018-09-12 06:13:56,34.29262431189091,57.0,26.0,36.3964,2.1923076923076925,57.0,26.0,36.3964,2.1923076923076925
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),IND362560AAA,Una_Mamlatdr_DC (Gujarat),2018-09-12 06:12:09.579013,2018-09-12 07:19:24.177399,67.0,True,36,2018-09-12 06:12:09.579013,37.24074080908733,59.0,28.0,39.5496,2.107142857142857,1.0,2.0,3.1531,0.5
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362720AAA,Kodinar_NCplxDPP_D (Gujarat),IND362560AAA,Una_Mamlatdr_DC (Gujarat),2018-09-12 06:12:09.579013,2018-09-12 07:19:24.177399,67.0,False,37,2018-09-12 06:12:09.579013,37.24074080908733,59.0,28.0,39.5496,2.107142857142857,0.0,0.0,0.0,-1.0
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362560AAA,Una_Mamlatdr_DC (Gujarat),IND362150AAA,Talala_SsnRdDPP_D (Gujarat),2018-09-12 07:19:24.177399,2018-09-12 09:26:45.211239,127.0,True,9,2018-09-12 08:53:55,9.996277511276327,15.0,10.0,11.6241,1.5,15.0,10.0,11.6241,1.5
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362560AAA,Una_Mamlatdr_DC (Gujarat),IND362150AAA,Talala_SsnRdDPP_D (Gujarat),2018-09-12 07:19:24.177399,2018-09-12 09:26:45.211239,127.0,True,18,2018-09-12 08:31:54,23.32832786518172,37.0,24.0,26.6106,1.5416666666666667,22.0,13.0,14.9864,1.6923076923076923
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362560AAA,Una_Mamlatdr_DC (Gujarat),IND362150AAA,Talala_SsnRdDPP_D (Gujarat),2018-09-12 07:19:24.177399,2018-09-12 09:26:45.211239,127.0,True,36,2018-09-12 08:03:55,39.54026305783818,65.0,42.0,45.521800000000006,1.5476190476190477,27.0,17.0,18.9113,1.588235294117647
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362560AAA,Una_Mamlatdr_DC (Gujarat),IND362150AAA,Talala_SsnRdDPP_D (Gujarat),2018-09-12 07:19:24.177399,2018-09-12 09:26:45.211239,127.0,True,45,2018-09-12 07:49:54,45.40221058151275,79.0,49.0,53.3342,1.6122448979591837,14.0,7.0,7.812399999999999,2.0
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362560AAA,Una_Mamlatdr_DC (Gujarat),IND362150AAA,Talala_SsnRdDPP_D (Gujarat),2018-09-12 07:19:24.177399,2018-09-12 09:26:45.211239,127.0,True,54,2018-09-12 07:39:54,54.26972085681332,89.0,57.0,62.6152,1.5614035087719298,10.0,8.0,9.281,1.25
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362560AAA,Una_Mamlatdr_DC (Gujarat),IND362150AAA,Talala_SsnRdDPP_D (Gujarat),2018-09-12 07:19:24.177399,2018-09-12 09:26:45.211239,127.0,False,56,2018-09-12 07:19:24.177399,56.9862778154886,110.0,60.0,73.81989999999999,1.8333333333333333,20.0,5.0,6.9929,4.0
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362150AAA,Talala_SsnRdDPP_D (Gujarat),IND362001AAA,Junagadh_DPC (Gujarat),2018-09-12 09:26:45.211239,2018-09-12 11:26:24.365997,119.0,True,9,2018-09-12 10:59:56,10.246218976595964,20.0,15.0,13.515,1.3333333333333333,20.0,15.0,13.515,1.3333333333333333
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362150AAA,Talala_SsnRdDPP_D (Gujarat),IND362001AAA,Junagadh_DPC (Gujarat),2018-09-12 09:26:45.211239,2018-09-12 11:26:24.365997,119.0,True,18,2018-09-12 10:53:27,18.26590272534641,26.0,24.0,22.0611,1.0833333333333333,6.0,9.0,8.5462,0.6666666666666666
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362150AAA,Talala_SsnRdDPP_D (Gujarat),IND362001AAA,Junagadh_DPC (Gujarat),2018-09-12 09:26:45.211239,2018-09-12 11:26:24.365997,119.0,True,27,2018-09-12 10:27:56,33.831072299075785,52.0,42.0,40.5264,1.238095238095238,25.0,17.0,18.4652,1.4705882352941178
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362150AAA,Talala_SsnRdDPP_D (Gujarat),IND362001AAA,Junagadh_DPC (Gujarat),2018-09-12 09:26:45.211239,2018-09-12 11:26:24.365997,119.0,True,36,2018-09-12 10:21:55,43.35518464543144,58.0,55.0,54.4999,1.0545454545454545,6.0,12.0,13.9735,0.5
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362150AAA,Talala_SsnRdDPP_D (Gujarat),IND362001AAA,Junagadh_DPC (Gujarat),2018-09-12 09:26:45.211239,2018-09-12 11:26:24.365997,119.0,True,45,2018-09-12 09:35:56,46.32261278961869,104.0,60.0,60.1994,1.7333333333333334,45.0,5.0,5.6995,9.0
training,2018-09-12 01:33:48.711350,thanos::sroute:5f7d8d49-ae14-430e-9333-37361e1e9457,Carting,trip-153671602871109556,IND362150AAA,Talala_SsnRdDPP_D (Gujarat),IND362001AAA,Junagadh_DPC (Gujarat),2018-09-12 09:26:45.211239,2018-09-12 11:26:24.365997,119.0,False,52,2018-09-12 09:27:25.709380,52.256689893919706,112.0,67.0,67.586,1.671641791044776,8.0,6.0,7.3866,1.3333333333333333
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND395023AAA,Surat_HUB (Gujarat),2018-09-15 17:44:39.858281,2018-09-16 05:34:08.818989,709.0,True,22,2018-09-16 04:29:32,23.573442486504995,53.0,27.0,37.0856,1.962962962962963,53.0,27.0,37.0856,1.962962962962963
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND395023AAA,Surat_HUB (Gujarat),2018-09-15 17:44:39.858281,2018-09-16 05:34:08.818989,709.0,True,44,2018-09-16 04:03:24,45.2277435885166,79.0,44.0,60.0344,1.7954545454545454,26.0,16.0,22.9488,1.625
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND395023AAA,Surat_HUB (Gujarat),2018-09-15 17:44:39.858281,2018-09-16 05:34:08.818989,709.0,True,66,2018-09-16 03:37:26,66.05760080874327,105.0,60.0,83.3375,1.75,25.0,16.0,23.3031,1.5625
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND395023AAA,Surat_HUB (Gujarat),2018-09-15 17:44:39.858281,2018-09-16 05:34:08.818989,709.0,True,88,2018-09-16 03:03:23,88.7511369747098,139.0,80.0,109.0068,1.7375,34.0,21.0,30.0578,1.619047619047619
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND395023AAA,Surat_HUB (Gujarat),2018-09-15 17:44:39.858281,2018-09-16 05:34:08.818989,709.0,True,110,2018-09-16 01:55:30,110.58583703053142,207.0,93.0,127.6279,2.225806451612903,67.0,17.0,25.126,3.941176470588236
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND395023AAA,Surat_HUB (Gujarat),2018-09-15 17:44:39.858281,2018-09-16 05:34:08.818989,709.0,True,132,2018-09-16 01:29:23,132.46593587456064,233.0,111.0,153.2879,2.099099099099099,26.0,18.0,25.66,1.4444444444444444
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND395023AAA,Surat_HUB (Gujarat),2018-09-15 17:44:39.858281,2018-09-16 05:34:08.818989,709.0,True,154,2018-09-16 00:51:20,154.76336438761746,271.0,136.0,186.5916,1.9926470588235292,38.0,25.0,33.3037,1.52
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND395023AAA,Surat_HUB (Gujarat),2018-09-15 17:44:39.858281,2018-09-16 05:34:08.818989,709.0,True,176,2018-09-16 00:13:23,176.95738392791466,309.0,161.0,220.2076,1.919254658385093,37.0,25.0,33.6159,1.48
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND395023AAA,Surat_HUB (Gujarat),2018-09-15 17:44:39.858281,2018-09-16 05:34:08.818989,709.0,True,198,2018-09-15 23:47:22,198.9007228288889,335.0,180.0,245.2235,1.8611111111111112,26.0,18.0,25.0159,1.4444444444444444
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND395023AAA,Surat_HUB (Gujarat),2018-09-15 17:44:39.858281,2018-09-16 05:34:08.818989,709.0,False,203,2018-09-15 23:03:18,203.75916948869693,380.0,200.0,272.11240000000004,1.9,44.0,19.0,26.888900000000003,2.3157894736842106
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 05:34:08.818989,2018-09-16 19:52:31.123002,858.0,True,22,2018-09-16 18:55:19,23.48344072730648,28.0,25.0,27.1489,1.12,28.0,25.0,27.1489,1.12
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 05:34:08.818989,2018-09-16 19:52:31.123002,858.0,True,44,2018-09-16 18:09:28,44.63895267826874,73.0,43.0,55.631800000000005,1.697674418604651,45.0,28.0,31.0183,1.6071428571428572
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 05:34:08.818989,2018-09-16 19:52:31.123002,858.0,True,66,2018-09-16 17:37:21,66.614488477985,105.0,66.0,80.2842,1.5909090909090908,32.0,23.0,24.6524,1.391304347826087
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 05:34:08.818989,2018-09-16 19:52:31.123002,858.0,True,88,2018-09-16 16:55:19,88.99457539569241,148.0,80.0,109.4447,1.85,42.0,21.0,28.0877,2.0
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 05:34:08.818989,2018-09-16 19:52:31.123002,858.0,True,110,2018-09-16 13:35:19,110.57444549567246,348.0,111.0,150.133,3.135135135135135,200.0,30.0,40.688300000000005,6.666666666666667
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 05:34:08.818989,2018-09-16 19:52:31.123002,858.0,True,132,2018-09-16 12:29:22,133.39321568065628,413.0,137.0,184.6149,3.0145985401459856,65.0,25.0,34.4819,2.6
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 05:34:08.818989,2018-09-16 19:52:31.123002,858.0,True,154,2018-09-16 11:51:23,154.44451157498847,451.0,152.0,205.5198,2.9671052631578947,37.0,23.0,26.4959,1.608695652173913
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 05:34:08.818989,2018-09-16 19:52:31.123002,858.0,True,176,2018-09-16 11:19:25,176.5172168239942,483.0,173.0,234.985,2.791907514450867,31.0,20.0,29.4652,1.55
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 05:34:08.818989,2018-09-16 19:52:31.123002,858.0,True,198,2018-09-16 09:51:24,199.49833851994856,571.0,191.0,260.1099,2.9895287958115184,88.0,17.0,25.1249,5.176470588235294
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 05:34:08.818989,2018-09-16 19:52:31.123002,858.0,True,220,2018-09-16 09:15:24,220.23138848580487,607.0,223.0,301.1731,2.721973094170404,36.0,37.0,34.3583,0.972972972972973
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 05:34:08.818989,2018-09-16 19:52:31.123002,858.0,True,242,2018-09-16 08:43:21,242.36154670568504,639.0,243.0,329.0797,2.6296296296296298,32.0,19.0,27.9066,1.6842105263157894
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 05:34:08.818989,2018-09-16 19:52:31.123002,858.0,True,264,2018-09-16 08:05:24,264.7960624572266,677.0,267.0,362.8605,2.535580524344569,37.0,23.0,33.7807,1.608695652173913
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 05:34:08.818989,2018-09-16 19:52:31.123002,858.0,True,286,2018-09-16 07:33:25,286.22515045398296,709.0,288.0,391.8589,2.461805555555556,31.0,20.0,28.9985,1.55
training,2018-09-15 17:44:39.858281,thanos::sroute:311d7dbf-690c-4907-88f8-31a11159c8c8,FTL,trip-153703347985805937,IND395023AAA,Surat_HUB (Gujarat),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-16 05:34:08.818989,2018-09-16 19:52:31.123002,858.0,False,289,2018-09-16 07:21:22,289.7097091314614,721.0,291.0,394.966,2.47766323024055,12.0,6.0,7.6532,2.0
test,2018-10-03 23:24:57.864330,thanos::sroute:e7281daf-3cdf-4dc6-be95-95266c9dab67,FTL,trip-153860909786408355,IND384205AAA,Mehsana_Panchot_IP (Gujarat),IND384170AAA,Unjha_DC (Gujarat),2018-10-03 23:24:57.864330,2018-10-04 00:21:58.203266,57.0,True,22,2018-10-03 23:24:57.864330,22.989320818349128,50.0,28.0,28.2656,1.7857142857142858,50.0,28.0,28.2656,1.7857142857142858
test,2018-10-03 23:24:57.864330,thanos::sroute:e7281daf-3cdf-4dc6-be95-95266c9dab67,FTL,trip-153860909786408355,IND384205AAA,Mehsana_Panchot_IP (Gujarat),IND384170AAA,Unjha_DC (Gujarat),2018-10-03 23:24:57.864330,2018-10-04 00:21:58.203266,57.0,False,22,2018-10-03 23:24:57.864330,22.989320818349128,50.0,28.0,28.2656,1.7857142857142858,0.0,0.0,0.0,-1.0
test,2018-10-03 23:24:57.864330,thanos::sroute:e7281daf-3cdf-4dc6-be95-95266c9dab67,FTL,trip-153860909786408355,IND384170AAA,Unjha_DC (Gujarat),IND384265AAB,Patan_Central_D_2 (Gujarat),2018-10-04 00:21:58.203266,2018-10-04 00:53:48.545694,31.0,True,22,2018-10-04 00:26:37.779295,22.531941408324155,27.0,22.0,24.9425,1.2272727272727273,27.0,22.0,24.9425,1.2272727272727273
test,2018-10-03 23:24:57.864330,thanos::sroute:e7281daf-3cdf-4dc6-be95-95266c9dab67,FTL,trip-153860909786408355,IND384170AAA,Unjha_DC (Gujarat),IND384265AAB,Patan_Central_D_2 (Gujarat),2018-10-04 00:21:58.203266,2018-10-04 00:53:48.545694,31.0,False,24,2018-10-04 00:21:58.203266,24.550591080983235,31.0,24.0,27.1193,1.2916666666666667,4.0,2.0,2.1767,2.0
